word,zipf,weight,probability
about,6.4,2511886.4315095823,0.024732349992163442
their,6.33,2137962.0895022326,0.02105064385246454
there,6.31,2041737.9446695275,0.020103208810081333
which,6.3,1995262.3149688789,0.01964560390985826
would,6.27,1862087.1366628655,0.01833434434062939
other,6.16,1445439.770745928,0.014231981929691157
first,6.11,1288249.551693135,0.012684267246339764
after,6.11,1288249.551693135,0.012684267246339764
think,6.08,1202264.4346174132,0.011837646960104985
could,6.06,1148153.6214968818,0.011304865082839437
these,6.04,1096478.196143185,0.010796062340084279
where,6.0,1000000.0,0.00984612587651899
right,5.96,912010.8393559096,0.008979773525048024
years,5.96,912010.8393559096,0.008979773525048024
being,5.95,891250.9381337459,0.008775368924430501
going,5.94,870963.5899560815,0.008575617140572448
still,5.92,831763.7711026708,0.008189650789805025
never,5.91,812830.5161640996,0.008003231578427628
those,5.9,794328.2347242822,0.007821055786368405
world,5.89,776247.1166286912,0.007643026821611011
great,5.88,758577.5750291835,0.007469050290841869
while,5.86,724435.9600749906,0.007132887652375243
every,5.79,616595.0018614822,0.006071072003160614
three,5.78,602559.5860743581,0.005932877532591308
state,5.78,602559.5860743581,0.005932877532591308
since,5.75,562341.3251903491,0.005536883473392677
under,5.73,537031.7963702533,0.005287682666754628
thing,5.72,524807.4602497723,0.005167320314555494
place,5.71,512861.3839913648,0.005049697743984719
house,5.71,512861.3839913648,0.005049697743984719
again,5.7,501187.2336272725,0.004934752589998456
found,5.68,478630.092322638,0.004712652137298599
might,5.66,457088.1896148752,0.004500547851618241
money,5.64,436515.8322401656,0.004297989831330117
until,5.61,407380.27780411305,0.004011117494870572
night,5.61,407380.27780411305,0.004011117494870572
doing,5.6,398107.1705534969,0.003919813313614544
women,5.57,371535.2290971728,0.003658182633252084
group,5.57,371535.2290971728,0.003658182633252084
times,5.56,363078.05477010104,0.0035749122302680706
start,5.56,363078.05477010104,0.0035749122302680706
today,5.55,354813.3892335753,0.0034935372930681103
point,5.54,346736.85045253165,0.003414014675583367
water,5.52,331131.1214825908,0.0032603587037504903
music,5.52,331131.1214825908,0.0032603587037504903
power,5.52,331131.1214825908,0.0032603587037504903
small,5.51,323593.6569296281,0.00318614387897222
based,5.51,323593.6569296281,0.00318614387897222
white,5.51,323593.6569296281,0.00318614387897222
later,5.49,309029.5432513592,0.003042743782416052
party,5.49,309029.5432513592,0.003042743782416052
order,5.49,309029.5432513592,0.003042743782416052
thank,5.48,301995.1720402019,0.002973482478008836
using,5.47,295120.9226666384,0.002905797753370148
black,5.46,288403.15031266055,0.002839653721163083
whole,5.46,288403.15031266055,0.002839653721163083
makes,5.46,288403.15031266055,0.002839653721163083
maybe,5.45,281838.2931264455,0.0027750153109462393
story,5.45,281838.2931264455,0.0027750153109462393
least,5.44,275422.8703338169,0.002711848250578929
means,5.44,275422.8703338169,0.002711848250578929
games,5.44,275422.8703338169,0.002711848250578929
video,5.43,269153.4803926914,0.0026501190480496253
local,5.43,269153.4803926914,0.0026501190480496253
early,5.43,269153.4803926914,0.0026501190480496253
young,5.43,269153.4803926914,0.0026501190480496253
given,5.41,257039.57827688646,0.00253084404296158
level,5.41,257039.57827688646,0.00253084404296158
court,5.41,257039.57827688646,0.00253084404296158
often,5.41,257039.57827688646,0.00253084404296158
hours,5.4,251188.6431509582,0.002473234999216344
south,5.4,251188.6431509582,0.002473234999216344
death,5.4,251188.6431509582,0.002473234999216344
known,5.39,245470.89156850285,0.002416937297404823
large,5.39,245470.89156850285,0.002416937297404823
wrong,5.39,245470.89156850285,0.002416937297404823
along,5.38,239883.29190194898,0.002361921087740338
needs,5.37,234422.88153199226,0.0023081571999002946
class,5.36,229086.76527677747,0.0022556171275597107
looks,5.36,229086.76527677747,0.0022556171275597107
comes,5.36,229086.76527677747,0.0022556171275597107
close,5.36,229086.76527677747,0.0022556171275597107
happy,5.35,223872.11385683378,0.0022042730132767765
woman,5.35,223872.11385683378,0.0022042730132767765
cause,5.35,223872.11385683378,0.0022042730132767765
human,5.35,223872.11385683378,0.0022042730132767765
north,5.34,218776.16239495517,0.0021540976337224888
leave,5.34,218776.16239495517,0.0021540976337224888
watch,5.34,218776.16239495517,0.0021540976337224888
taken,5.33,213796.20895022326,0.002105064385246454
short,5.33,213796.20895022326,0.002105064385246454
light,5.33,213796.20895022326,0.002105064385246454
third,5.32,208929.6130854041,0.002057147269771298
heart,5.31,204173.79446695274,0.002010320881008133
among,5.31,204173.79446695274,0.002010320881008133
check,5.31,204173.79446695274,0.002010320881008133
major,5.3,199526.2314968879,0.001964560390985826
asked,5.3,199526.2314968879,0.001964560390985826
phone,5.3,199526.2314968879,0.001964560390985826
media,5.3,199526.2314968879,0.001964560390985826
child,5.3,199526.2314968879,0.001964560390985826
quite,5.29,194984.45997580455,0.0019198415368868503
gonna,5.29,194984.45997580455,0.0019198415368868503
